id,full_name,state,name,y,x,category,description
552,Pittsburgh, PA,The Daily Stormer,40.361369,-80.095278,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
553,Nashville, TN,The Daily Stormer,35.967785,-87.054903,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
554,Austin, TX,The Daily Stormer,30.098659,-97.938383,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
555,Dallas, TX,The Daily Stormer,32.617537,-96.998941,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
556,Wichita Falls, TX,The Daily Stormer,33.835649,-98.61438,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
557,Burlington, VT,The Daily Stormer,44.445928,-73.276914,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
558,Seattle, WA,The Daily Stormer,47.495551,-122.435909,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
559,Spokane, WA,The Daily Stormer,47.587192,-117.520456,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
560,Richmond, VA,EinherjarÍs Honor Wotansvolk,37.446553,-77.601011,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
561,Tallahassee, FL,Endangered Souls RC,30.346942,-84.383886,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
562,Boise, ID,Endangered Souls RC,43.511717,-116.365887,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
563,Grand Rapids, MI,Gallows Tree Wotansvolk Alliance,42.883666,-85.751532,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
564,Sacramento, CA,Gallows Tree Wotansvolk Alliance,38.437574,-121.56012,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
565,Tallahassee, FL,Gallows Tree Wotansvolk Alliance,30.346942,-84.383886,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
566,Indianapolis, IN,Gallows Tree Wotansvolk Alliance,39.632177,-86.328121,Neo Nazi,"Neo-Nazis seek to revive the central tenets of Nazi Germany, and revere its dictator Adolf Hitler. They regard Jews as their main enemy, whom they accuse of being responsible for society's ills through a global conspiracy in control of governments, the media and finance, but also target other minorities."
